dummy,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,price,month,day,year
1,4,1.0,3417,1.5,0,0,3,7,1690,0,1907,0,98199,47.663,-122.402,1970,5.4,3,27,2015
1,4,2.5,7675,2.0,0,0,3,9,2940,0,2004,0,98052,47.7054,-122.129,3120,8.45,7,24,2014
1,4,1.75,8900,1.0,0,0,4,8,1990,0,1972,0,98006,47.5639,-122.149,2620,7.45,2,20,2015
1,2,1.0,4228,1.0,0,0,3,7,860,200,1906,0,98112,47.6231,-122.293,1060,5.15,2,5,2015
1,4,2.5,8155,1.5,0,0,4,6,1770,0,1970,1993,98034,47.719,-122.173,1460,5.0,5,5,2015
1,4,2.75,22000,1.0,0,3,4,9,1580,1350,1978,0,98023,47.3227,-122.384,2930,5.6,8,20,2014
1,3,2.75,5200,1.5,0,3,3,8,1970,0,1915,2002,98136,47.5374,-122.388,2140,9.255,3,19,2015
1,3,1.75,8357,1.0,0,0,4,7,1490,0,1993,0,98038,47.3473,-122.037,1490,2.6025,1,22,2015
1,4,3.25,4265,2.0,0,0,3,9,1540,650,2015,0,98122,47.6178,-122.29,1730,9.2,4,24,2015
1,5,2.5,4000,2.0,0,0,3,9,2350,0,1993,0,98112,47.6265,-122.296,1840,10.2,4,24,2015
1,3,1.75,12714,2.0,0,0,4,8,1540,540,1984,0,98052,47.7056,-122.162,2080,4.368,4,1,2015
1,3,1.5,4774,1.5,0,2,3,7,1450,1050,1940,0,98107,47.6567,-122.358,1300,7.25,5,27,2014
1,2,1.0,6000,1.0,0,0,4,7,1070,1070,1946,0,98199,47.651,-122.399,1560,6.8,5,7,2015
1,2,1.0,4840,1.0,0,0,4,6,720,0,1947,0,98126,47.5534,-122.375,1510,2.35,6,3,2014
1,4,3.0,6160,2.0,0,0,3,8,2590,0,2014,0,98059,47.4784,-122.122,2670,5.19995,7,3,2014
1,4,3.5,57538,2.0,0,0,3,10,3650,0,1996,0,98077,47.7711,-122.041,3730,8.24,9,24,2014
1,4,2.5,7700,2.0,0,0,3,9,2920,0,2003,0,98019,47.7351,-121.975,2920,5.155,6,18,2014
1,3,1.0,3523,1.0,0,0,4,6,1090,0,1969,0,98092,47.3161,-122.182,1030,1.525,10,29,2014
1,3,2.0,16061,1.0,0,0,3,7,1690,0,1984,0,98074,47.6359,-122.035,1280,4.598,11,18,2014
1,3,1.5,2940,1.5,0,0,4,7,1080,0,1920,0,98115,47.6832,-122.304,1400,3.95,5,20,2014
1,3,1.5,7300,1.0,0,0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,2.24,5,28,2014
1,3,2.25,1200,3.0,0,0,3,8,1190,0,2008,0,98103,47.6542,-122.346,1180,4.75,4,16,2015
1,4,1.75,9000,1.0,0,0,2,7,1480,500,1978,0,98023,47.3071,-122.381,1980,2.13,6,9,2014
1,4,2.0,14653,2.0,0,0,3,8,1880,0,1978,0,98014,47.6959,-121.921,1750,4.07193,6,6,2014
1,3,2.5,1131,3.0,0,0,3,8,1530,0,2009,0,98103,47.6993,-122.346,1530,3.75,12,16,2014
1,3,1.0,7560,1.0,0,0,4,6,1150,0,1958,0,98058,47.4613,-122.184,1230,2.15,9,19,2014
1,3,2.0,6394,1.5,0,0,5,8,1550,0,1918,0,98126,47.5222,-122.379,1440,5.0,9,12,2014
1,4,2.0,17180,2.0,0,0,4,7,2180,0,1977,0,98014,47.698,-121.92,1880,4.7,8,27,2014
1,2,1.0,5750,1.0,0,0,4,6,970,0,1932,0,98126,47.5518,-122.37,1650,3.45,6,30,2014
1,5,6.0,21540,2.0,0,0,3,12,5550,1890,2003,0,98006,47.5692,-122.189,4740,42.1,5,6,2015
1,5,2.75,6000,2.5,0,0,4,8,2380,480,1902,0,98144,47.5906,-122.316,2240,7.5,9,8,2014
1,3,1.5,7488,1.0,0,0,4,7,1050,310,1975,0,98001,47.3314,-122.275,1580,2.38,12,29,2014
1,4,2.75,10308,2.0,0,0,3,10,3780,0,1999,0,98075,47.589,-121.983,3500,8.33,5,9,2014
1,3,3.25,25741,2.0,0,0,4,8,3410,0,1993,0,98014,47.6929,-121.868,1660,7.2,9,10,2014
1,2,1.0,101529,1.5,0,0,3,6,1140,0,1932,0,98092,47.2592,-122.228,1580,4.0,10,29,2014
1,2,1.75,11900,1.0,0,0,4,8,2050,0,1950,0,98004,47.6209,-122.219,2980,11.0,5,28,2014
1,2,1.0,5000,1.0,0,0,3,7,1080,0,1954,0,98106,47.5682,-122.359,1010,3.25,8,1,2014
1,3,1.0,6530,1.0,0,0,3,7,980,0,1969,0,98034,47.7133,-122.213,1220,3.075,9,15,2014
1,4,2.5,37451,2.0,0,0,3,8,2242,0,1995,0,98028,47.7443,-122.228,2242,4.9,12,16,2014
1,4,2.5,50595,2.0,0,0,3,9,2500,0,1997,0,98045,47.4736,-121.731,2765,5.45,12,2,2014
1,3,2.5,118047,1.0,0,0,3,9,3240,340,1992,0,98027,47.4453,-121.98,3240,6.165,8,4,2014
1,4,2.25,7575,1.0,0,0,3,7,1220,790,1974,0,98034,47.7328,-122.2,1820,4.4,6,13,2014
1,3,1.0,8240,1.0,0,0,4,7,1180,0,1967,0,98003,47.3325,-122.321,1180,2.05,7,8,2014
1,4,1.75,5712,1.0,0,0,3,7,1850,0,1954,0,98115,47.6966,-122.324,1510,3.52,8,26,2014
1,3,1.0,5030,1.0,0,0,3,7,960,0,1955,0,98118,47.5611,-122.28,1460,2.35,9,26,2014
1,2,1.5,7200,1.0,0,0,3,7,960,0,1910,1987,98199,47.649,-122.403,1550,5.25,9,18,2014
1,5,3.0,9652,2.0,0,0,3,7,2190,0,1999,0,98178,47.5049,-122.239,1440,4.19,4,5,2015
1,2,1.5,826,2.0,0,0,3,8,1100,220,2008,0,98144,47.5879,-122.304,1340,3.425,7,10,2014
1,3,2.5,4100,2.0,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,3.03,2,6,2015
1,4,3.25,8589,2.0,0,0,3,10,3530,0,2007,0,98033,47.6975,-122.195,2470,9.63,6,30,2014
1,3,1.75,6480,1.0,0,0,4,7,1610,0,1947,0,98125,47.7137,-122.307,1230,4.3875,5,28,2014
1,4,2.25,4080,2.0,0,0,3,7,1920,250,1980,0,98122,47.6124,-122.293,1890,6.55,7,10,2014
1,3,2.5,1283,3.0,0,0,3,7,1270,0,2007,0,98125,47.7209,-122.291,1270,2.92,10,2,2014
1,3,2.5,3427,2.0,0,0,3,8,1910,0,2001,0,98052,47.6324,-122.11,2240,6.15,7,17,2014
1,2,1.0,7528,1.0,0,0,3,7,730,0,1946,0,98115,47.6997,-122.305,1620,3.785,6,9,2014
1,4,2.75,19168,2.0,0,0,3,10,2800,0,1992,0,98075,47.5911,-122.037,2010,9.99,6,16,2014
1,2,1.0,7440,1.0,0,0,4,7,910,360,1949,0,98126,47.5285,-122.372,1040,4.0,8,4,2014
1,4,2.75,12469,1.0,0,2,4,8,1760,640,1958,0,98008,47.5861,-122.112,2400,8.39,8,12,2014
1,2,1.0,7500,1.0,0,0,3,7,870,0,1947,0,98136,47.5465,-122.384,1240,3.7995,12,15,2014
1,3,2.5,1330,2.5,0,0,3,9,1560,290,2004,0,98115,47.6831,-122.325,1810,8.27,4,28,2015
1,4,1.75,3050,1.5,0,0,5,7,1040,680,1929,0,98116,47.5654,-122.384,1570,4.6,11,14,2014
1,3,2.5,5707,2.0,0,0,3,7,1640,0,1995,0,98031,47.4016,-122.209,1850,3.0,4,30,2015
1,4,2.5,12500,1.0,0,0,3,7,1300,750,1965,0,98198,47.42,-122.319,1790,2.6,9,25,2014
1,3,1.75,4800,1.0,0,0,4,8,1090,930,1926,0,98115,47.6726,-122.294,1680,8.4,4,7,2015
1,4,3.5,3000,2.0,0,0,3,9,2250,470,2014,0,98136,47.5371,-122.388,1600,7.9,8,12,2014
1,4,1.0,24330,1.5,0,0,3,6,1140,450,1942,0,98168,47.4906,-122.309,1000,2.91,12,17,2014
1,2,1.0,8532,1.0,0,0,4,7,940,0,1959,0,98166,47.4814,-122.343,1050,2.4995,5,22,2014
1,3,1.75,15330,1.0,0,0,3,7,1080,490,1956,0,98166,47.4608,-122.34,1250,3.71,3,23,2015
1,3,1.0,7491,1.0,0,0,4,6,1160,0,1917,0,98177,47.7024,-122.359,1800,4.175,8,18,2014
1,3,1.5,8160,1.0,0,0,3,7,1090,0,1967,2014,98058,47.4551,-122.175,1260,2.67,6,26,2014
1,3,1.75,8725,1.0,0,0,3,8,1240,440,1978,0,98023,47.3107,-122.397,2020,2.6,5,5,2015
1,4,2.5,40471,2.0,0,0,4,10,3360,0,1994,0,98077,47.742,-122.035,3150,8.45,2,3,2015
1,5,2.75,10148,2.0,0,0,3,9,2930,0,2002,0,98059,47.4887,-122.145,2930,2.57,10,17,2014
1,2,1.0,5000,1.5,0,3,4,8,1570,0,1924,0,98144,47.5955,-122.294,1760,8.0,4,28,2015
1,2,2.0,3200,1.0,0,1,4,6,590,590,1945,0,98136,47.5275,-122.383,1350,3.6,8,25,2014
1,3,2.5,3074,2.0,0,0,3,7,1800,0,2003,0,98072,47.7631,-122.149,1610,4.47,3,16,2015
1,4,2.5,11397,2.0,0,3,4,10,3110,0,1984,0,98006,47.5623,-122.106,3110,9.6,8,20,2014
1,5,4.0,9270,1.0,0,0,5,10,2220,2220,1968,0,98040,47.5708,-122.212,2720,13.0,4,21,2015
1,3,1.75,78408,1.0,0,0,3,6,1220,600,1950,0,98042,47.3364,-122.128,1340,3.09933,4,29,2015
1,6,2.75,5000,1.0,0,0,3,8,1780,950,1962,0,98107,47.6751,-122.38,2090,7.33,1,26,2015
1,3,1.5,11858,1.0,0,0,4,7,1540,0,1966,0,98059,47.4755,-122.157,1550,3.575,2,23,2015
1,3,1.0,7800,1.0,0,0,4,7,1150,600,1956,0,98166,47.4596,-122.343,1750,3.2995,6,26,2014
1,3,1.0,5758,1.0,0,0,3,7,960,170,1939,0,98199,47.6413,-122.401,1510,4.85,10,7,2014
1,5,2.5,15085,2.0,0,0,3,9,2990,0,2007,0,98011,47.746,-122.218,3150,6.25,1,7,2015
1,3,1.5,13475,1.0,0,0,4,7,1540,0,1972,0,98059,47.4766,-122.153,1550,2.7,7,14,2014
1,3,2.5,8800,1.0,0,0,4,7,1460,0,1956,0,98040,47.5895,-122.232,2200,6.85,12,30,2014
1,2,2.5,3313,2.0,0,0,3,9,2310,0,2006,0,98119,47.6318,-122.365,2700,12.5,10,8,2014
1,4,2.5,2552,2.0,0,0,3,8,1785,0,2009,0,98030,47.3582,-122.2,1691,2.82,11,10,2014
1,3,1.0,6600,1.0,0,0,2,6,1500,0,1970,0,98168,47.4845,-122.33,1730,2.43,9,16,2014
1,3,1.75,10800,1.0,0,0,4,7,1710,0,1958,0,98028,47.7391,-122.241,1890,3.68,6,9,2014
1,3,2.0,7147,1.0,0,0,4,6,880,880,1936,0,98055,47.4799,-122.232,1720,2.875,4,21,2015
1,4,3.25,4000,2.0,0,0,3,9,1910,920,1912,2012,98144,47.5845,-122.291,2740,10.3,9,12,2014
1,2,1.0,11225,1.0,0,0,3,7,1802,0,1961,0,98125,47.7205,-122.323,1810,3.2,1,8,2015
1,3,2.5,6840,2.0,0,0,3,9,2370,0,1987,0,98119,47.6503,-122.366,1590,3.00523,1,5,2015
1,5,2.75,9253,2.0,0,0,3,8,3260,0,2004,0,98042,47.3674,-122.07,2770,3.65,8,13,2014
1,4,2.0,5000,1.5,0,0,5,7,2000,0,1925,0,98144,47.5787,-122.293,2200,6.3,2,19,2015
1,3,2.5,5112,2.0,0,0,3,8,2100,0,1999,0,98065,47.5338,-121.867,2100,4.999,3,5,2015
1,3,1.0,3090,1.5,0,0,5,6,1350,0,1914,0,98103,47.682,-122.348,1350,4.0,8,20,2014
1,5,3.25,7254,2.0,0,0,3,8,2760,740,2005,0,98065,47.5444,-121.881,2820,6.325,9,17,2014
1,4,2.5,7245,1.0,0,0,4,7,1140,1100,1972,0,98034,47.7161,-122.17,1740,4.75,12,2,2014
1,3,3.25,1194,3.0,0,0,3,8,1370,0,2005,0,98107,47.6704,-122.391,1320,4.6,10,16,2014
1,3,3.25,20900,2.0,0,0,3,9,2630,1480,2002,0,98006,47.5506,-122.187,2640,9.25,4,20,2015
1,3,2.5,286181,2.0,0,3,3,9,3160,0,2002,0,98010,47.3401,-121.946,2110,5.79,4,17,2015
1,5,2.75,7663,2.0,0,0,3,9,2930,0,2013,0,98056,47.5308,-122.184,2750,7.18,10,3,2014
1,3,2.5,5400,2.0,0,0,3,9,2510,0,1992,0,98056,47.5204,-122.206,1840,5.5,5,23,2014
1,4,1.0,4366,2.0,0,0,3,8,2210,0,1901,0,98122,47.6105,-122.309,1740,5.89,12,16,2014
1,3,1.0,8848,1.0,0,0,4,7,1010,0,1968,0,98003,47.2742,-122.299,1380,2.299,7,21,2014
1,3,1.0,4128,1.0,0,0,4,7,720,380,1942,0,98126,47.5296,-122.379,1510,3.39,6,24,2014
1,3,2.25,1022,3.0,0,0,3,8,1190,0,1998,0,98103,47.6972,-122.349,1210,3.5,4,23,2015
1,2,1.0,5000,1.0,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,2.35,8,5,2014
1,5,3.25,21455,2.0,0,0,3,10,2720,1510,1990,0,98074,47.6375,-122.015,3280,8.75,3,27,2015
1,3,2.5,9864,1.0,0,0,3,7,1160,360,1993,0,98092,47.3186,-122.171,1580,2.4,9,23,2014
1,3,2.25,1078,2.0,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,1420,4.301,4,17,2015
1,4,1.75,9525,1.0,0,0,3,8,2170,0,1960,0,98040,47.5685,-122.217,1910,8.42,7,16,2014
1,3,2.75,14810,1.0,0,0,5,7,1400,890,1967,0,98056,47.5343,-122.185,2540,4.81,7,22,2014
1,6,3.75,6663,2.0,0,0,4,8,3810,0,1977,0,98103,47.6938,-122.34,1610,7.52,4,14,2015
1,3,1.75,10905,1.0,0,0,3,6,860,530,1957,0,98106,47.5517,-122.36,1390,2.7,5,21,2014
1,3,2.25,12000,1.0,0,0,4,7,1300,550,1977,0,98072,47.7408,-122.101,1580,4.695,4,28,2015
1,1,1.0,1279,2.0,0,0,3,7,550,0,2008,0,98122,47.616,-122.314,1460,3.53,5,22,2014
1,4,1.75,17717,1.0,0,0,4,8,2390,0,1964,0,98040,47.5755,-122.218,2390,9.2625,3,30,2015
1,3,1.75,5000,1.0,0,2,3,7,1020,510,1948,0,98117,47.6806,-122.36,1530,6.35,9,8,2014
1,2,1.0,4397,1.0,0,0,3,6,900,0,1918,0,98055,47.4851,-122.205,1430,2.05,7,26,2014
1,4,2.0,15600,1.0,0,0,5,7,1764,0,1942,0,98058,47.4318,-122.181,1490,3.4995,3,12,2015
1,3,3.5,37982,2.0,0,0,4,8,3600,0,1996,0,98014,47.6982,-121.917,2050,6.6,3,25,2015
1,3,1.75,5680,1.0,0,0,4,7,1080,920,1903,0,98117,47.6805,-122.366,1230,5.19,2,2,2015
1,2,2.5,2070,2.0,0,0,3,8,1360,0,1999,0,98102,47.6423,-122.329,1920,7.55,1,5,2015
1,2,1.0,7560,1.0,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,3.43,10,16,2014
1,5,2.25,9140,1.0,0,1,3,8,1350,1300,1965,0,98177,47.7772,-122.387,2700,5.36,1,22,2015
1,4,2.5,20301,2.0,0,0,3,10,3240,0,1985,0,98052,47.719,-122.114,3010,7.494,5,15,2014
1,3,1.5,10116,1.0,0,0,3,7,1190,0,1968,0,98042,47.385,-122.085,1190,1.60134,12,26,2014
1,4,1.5,6617,1.0,0,0,5,7,1660,0,1947,0,98155,47.739,-122.323,950,3.995,3,12,2015
1,2,1.0,3000,1.0,0,0,3,7,920,300,1926,0,98117,47.6823,-122.365,1270,4.99,6,10,2014
1,4,3.75,8797,2.0,0,0,3,11,3290,500,2006,0,98039,47.6351,-122.236,2660,18.7,2,27,2015
1,4,2.5,244807,2.0,0,0,3,9,3320,0,2001,0,98010,47.3637,-121.955,2530,6.75,10,6,2014
1,2,2.25,958,3.0,0,0,3,9,1540,0,2007,0,98122,47.6179,-122.318,1410,6.4,5,19,2014
1,3,1.75,10870,1.0,0,0,5,7,1750,0,1968,0,98056,47.4989,-122.188,1230,3.8,7,22,2014
1,2,2.0,1039,2.0,0,0,3,7,840,280,2007,0,98144,47.5788,-122.315,1130,3.8095,2,12,2015
1,4,3.5,4000,2.0,0,2,3,8,2000,760,1926,2014,98126,47.5687,-122.374,1690,7.65,12,12,2014
1,2,1.75,4800,1.0,0,0,5,7,850,610,1950,0,98103,47.6928,-122.339,2050,5.4,7,14,2014
1,4,2.5,5000,1.0,0,0,3,8,1110,600,1979,0,98115,47.6772,-122.285,1750,6.37,5,6,2015
1,4,2.5,10160,2.0,0,0,5,8,2250,0,1967,0,98040,47.5645,-122.219,2660,10.6,3,16,2015
1,5,1.75,15525,1.0,0,0,4,7,1770,0,1959,0,98059,47.5025,-122.142,1370,2.0,8,18,2014
1,3,2.25,35015,1.0,0,0,4,8,1430,480,1977,0,98027,47.4672,-122.006,2340,5.32,5,6,2015
1,4,1.5,6180,1.5,0,0,3,6,1600,0,1946,0,98118,47.5681,-122.285,1410,6.45,3,11,2015
1,2,1.0,4000,1.0,0,0,4,6,830,0,1947,0,98117,47.6909,-122.381,1420,4.55,4,22,2015
1,4,2.5,5102,2.0,0,0,3,8,2560,0,2013,0,98092,47.3404,-122.181,2586,3.795,2,23,2015
1,3,1.0,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,4.1,6,9,2014
1,1,1.0,1942,1.0,0,0,3,7,730,0,2008,0,98144,47.5939,-122.299,1020,3.215,7,9,2014
1,4,2.5,10271,2.0,0,0,3,7,2050,0,1998,0,98042,47.3628,-122.075,2050,3.315,10,27,2014
1,3,2.5,9015,2.0,0,0,3,9,3110,0,1990,0,98058,47.4369,-122.147,2650,4.85,9,5,2014
1,4,1.5,4560,1.5,0,0,4,8,2100,0,1912,0,98103,47.6497,-122.336,1930,10.0,5,4,2015
1,4,1.75,7574,1.0,0,0,3,8,1720,630,1979,0,98027,47.5634,-122.087,2220,7.25,5,6,2015
1,4,1.0,6388,1.5,0,0,4,7,1500,0,1951,0,98126,47.5303,-122.378,980,3.99,4,13,2015
1,3,1.0,12150,1.0,0,0,4,7,1110,0,1957,0,98008,47.6034,-122.122,1490,4.16,6,15,2014
1,3,2.0,12430,1.0,0,0,4,7,1430,0,1957,0,98056,47.4903,-122.178,1200,3.05,2,13,2015
1,3,2.25,10013,2.0,0,0,4,8,1760,0,1983,0,98056,47.5336,-122.189,1810,4.5,7,23,2014
1,4,2.25,10698,2.0,0,0,4,8,2110,0,1979,0,98027,47.5614,-122.082,2220,5.65,5,19,2014
1,3,2.25,9645,2.0,0,0,3,10,2110,960,1987,0,98006,47.5522,-122.144,3130,12.0,3,16,2015
1,3,1.75,7129,1.0,0,0,3,8,1280,830,1982,0,98052,47.7219,-122.102,1810,5.4,3,31,2015
1,5,2.75,7015,1.0,0,0,5,8,1600,1460,1979,0,98146,47.5052,-122.372,2190,5.499,5,10,2014
1,3,2.5,5694,2.0,0,2,3,8,2050,0,2004,0,98065,47.5331,-121.855,2680,4.57,7,29,2014
1,2,1.0,3860,1.0,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3.615,10,27,2014
1,3,3.25,936,2.0,0,0,3,8,1030,690,2004,0,98112,47.6201,-122.309,1720,6.49,10,14,2014
1,3,1.0,3963,1.0,0,0,5,7,1310,0,1986,0,98052,47.6826,-122.096,1010,4.2,10,14,2014
1,4,2.25,8140,1.0,0,0,4,8,1430,920,1977,0,98006,47.5579,-122.129,2640,5.55,5,22,2014
1,3,2.5,1663,2.0,0,0,3,9,1180,300,2012,0,98126,47.5443,-122.375,1380,3.41,5,16,2014
1,4,1.0,15520,2.0,0,0,4,7,2420,0,1945,0,98006,47.5744,-122.137,1630,5.5,7,21,2014
1,4,2.75,6222,2.0,0,0,3,9,3000,0,2004,0,98029,47.5582,-122.025,3340,7.05,12,15,2014
1,4,3.75,10840,2.0,0,2,4,8,2070,740,1994,0,98045,47.4861,-121.804,2370,4.92,6,5,2014
1,4,2.5,5340,2.0,0,0,3,7,3170,0,2000,0,98059,47.4911,-122.138,3010,5.05,2,12,2015
1,5,2.5,9760,1.0,0,0,5,8,1750,1640,1978,0,98058,47.4462,-122.137,2360,4.6,6,23,2014
1,4,2.5,7200,1.0,0,0,5,7,1010,1010,1968,0,98034,47.7289,-122.201,1620,4.95,9,9,2014
1,3,1.0,8820,1.0,0,0,4,7,1750,0,1961,0,98032,47.3608,-122.29,1400,2.34,7,25,2014
1,4,2.5,9185,2.0,0,0,3,9,2680,0,1989,0,98029,47.5738,-121.992,2810,6.2,5,15,2014
1,5,4.25,171626,2.0,0,0,3,12,6070,0,1999,0,98024,47.5954,-121.95,4680,15.5,7,10,2014
1,3,2.5,12105,1.0,0,3,5,11,2600,1410,1983,0,98006,47.554,-122.151,4010,15.1,10,9,2014
1,4,2.5,7800,1.0,0,0,3,8,1500,960,1977,0,98023,47.3081,-122.384,2210,2.615,12,22,2014
1,3,1.0,7200,1.5,0,0,4,7,1180,0,1949,0,98133,47.7121,-122.333,2240,4.25,10,14,2014
1,3,2.5,6840,1.0,0,0,3,7,1220,900,1984,0,98092,47.278,-122.145,1820,2.48,9,11,2014
1,2,1.5,1749,1.0,0,0,3,8,660,630,1969,0,98008,47.6118,-122.116,1860,2.685,12,19,2014
1,4,3.0,5854,1.0,0,3,3,10,2060,1620,1967,0,98199,47.6327,-122.395,3140,9.8,5,23,2014
1,3,2.75,7519,1.0,0,0,4,7,1310,870,1981,0,98052,47.6959,-122.125,1510,5.685,6,2,2014
1,3,2.0,5036,1.0,0,1,4,7,1680,0,1987,0,98055,47.4734,-122.186,1680,3.7,2,5,2015
1,3,2.5,5290,1.0,0,0,3,8,1250,630,1974,0,98108,47.5401,-122.3,2030,3.55,12,1,2014
1,4,2.5,4200,2.0,0,0,3,8,2460,0,1998,0,98074,47.6041,-122.02,2460,5.685,6,7,2014
1,5,2.5,17300,1.0,0,0,4,8,2410,1190,1968,0,98166,47.4468,-122.341,2620,4.035,6,18,2014
1,3,2.25,10000,2.0,0,0,3,7,1650,0,1988,0,98198,47.3862,-122.315,1420,2.6675,9,4,2014
1,4,1.75,9600,1.0,0,0,4,7,1010,820,1966,0,98006,47.5728,-122.125,1910,4.33,5,23,2014
1,3,1.75,41900,1.0,0,0,4,8,1310,990,1939,0,98168,47.477,-122.292,1160,3.2,1,14,2015
1,2,1.0,6380,1.0,0,0,3,7,1120,0,1942,1994,98115,47.6951,-122.316,1230,4.38,3,18,2015
1,2,2.5,6635,2.0,0,0,4,8,1700,0,1976,0,98052,47.6655,-122.13,1700,4.07,10,30,2014
1,2,1.0,7500,1.0,0,0,3,5,900,0,1940,0,98198,47.4177,-122.319,1350,1.44975,3,12,2015
1,3,2.25,8520,2.0,0,0,4,8,1590,0,1980,0,98004,47.6477,-122.216,2470,12.1,3,13,2015
1,2,1.0,4400,1.0,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4.69,5,6,2014
1,3,2.5,1896,3.0,0,3,3,8,1920,0,2000,0,98103,47.6616,-122.356,1670,7.81,3,4,2015
1,4,2.0,745,3.0,0,0,3,7,1390,0,2008,0,98027,47.5393,-122.026,1390,3.02059,2,23,2015
1,3,1.75,13598,1.5,0,0,4,7,1620,520,1970,0,98014,47.7139,-121.321,930,3.75,4,17,2015
1,4,2.25,13114,2.0,0,0,5,8,2320,0,1967,0,98040,47.5762,-122.239,2740,12.0,5,1,2015
1,3,1.0,6906,1.0,0,0,3,6,850,0,1948,0,98155,47.7441,-122.314,1150,3.25,6,24,2014
1,3,1.75,12026,1.0,0,0,4,7,2090,0,1948,0,98002,47.3095,-122.217,1700,2.485,9,6,2014
1,3,1.0,8470,1.0,0,0,4,6,840,0,1961,0,98023,47.3275,-122.338,840,1.6995,9,8,2014
1,2,1.0,5400,1.0,0,0,4,7,840,0,1948,0,98118,47.5489,-122.271,1340,3.891,9,2,2014
1,3,1.75,5000,1.0,0,1,3,8,1250,240,1954,0,98136,47.5257,-122.392,1980,5.65,2,25,2015
1,4,2.5,2550,3.0,0,0,3,8,2470,0,2004,0,98117,47.6765,-122.389,1270,7.35,11,6,2014
1,3,2.5,11964,2.0,0,0,3,9,2780,0,2009,0,98034,47.7127,-122.216,1760,8.255,5,30,2014
1,4,2.5,4800,2.0,0,0,3,8,2009,0,2012,0,98092,47.2586,-122.2,1798,2.79,12,9,2014
1,2,2.5,1445,3.0,0,0,3,8,1290,0,1999,0,98117,47.6955,-122.376,1470,3.505,7,16,2014
1,4,2.0,8400,1.0,0,0,3,7,1350,780,1962,0,98031,47.4133,-122.209,1550,2.5,1,30,2015
1,3,1.5,7128,1.0,0,0,4,6,1270,0,1954,0,98198,47.422,-122.321,1270,2.125,9,23,2014
1,3,2.0,4500,1.5,0,0,4,8,1880,830,1929,0,98115,47.6747,-122.295,2060,8.05,5,2,2014
1,4,2.5,5500,2.0,0,0,3,8,2000,0,2003,0,98038,47.3552,-122.014,2000,3.6,12,10,2014
1,3,1.5,4800,1.0,0,0,4,7,1200,0,1962,0,98007,47.6084,-122.136,1510,4.0,6,3,2014
1,5,4.5,5800,3.0,0,3,3,11,4700,920,1999,0,98199,47.6482,-122.412,2360,15.7,2,3,2015
1,4,1.75,6000,1.0,0,0,4,7,960,960,1954,0,98125,47.7137,-122.315,1850,4.55,11,17,2014
1,3,2.25,9353,1.0,0,0,3,7,1210,540,1987,0,98034,47.7305,-122.225,1930,4.34,12,16,2014
1,4,2.5,7187,2.0,0,0,3,9,3230,0,2008,0,98059,47.4995,-122.15,2950,5.7,10,8,2014
1,3,2.5,6182,2.0,0,0,3,8,2400,0,1998,0,98065,47.5363,-121.87,2420,5.23,3,24,2015
1,4,2.0,6025,1.0,0,0,3,6,1700,0,1978,0,98002,47.3029,-122.221,1320,2.06,5,20,2014
1,3,2.5,9874,2.0,0,0,3,7,1940,0,1990,0,98042,47.3794,-122.113,1860,2.85,8,6,2014
1,3,1.0,5000,1.0,0,0,3,7,1430,0,1949,0,98117,47.6895,-122.37,1210,5.525,4,8,2015
1,3,3.75,3600,1.5,0,0,3,7,1690,690,1927,0,98112,47.6374,-122.307,1990,6.95,9,5,2014
1,4,3.25,2550,2.0,0,0,3,10,2030,600,2006,0,98117,47.6775,-122.385,1810,8.55,4,2,2015
1,2,1.0,5077,1.0,0,0,3,6,930,0,1939,0,98133,47.7095,-122.35,1080,3.58,8,20,2014
1,4,1.5,10648,1.0,0,0,4,7,1410,0,1966,0,98030,47.3736,-122.188,1410,1.39,2,24,2015
1,3,1.75,3900,2.0,0,0,5,7,1340,0,1900,0,98107,47.6711,-122.379,1470,6.35,2,23,2015
1,2,2.25,1380,2.0,0,0,3,8,1060,270,2005,0,98116,47.577,-122.41,1580,4.79,11,20,2014
1,4,2.5,7000,1.0,0,0,3,7,1250,790,1979,0,98031,47.4056,-122.176,1900,2.649,4,24,2015
1,2,2.5,13444,2.0,0,0,3,7,1090,0,2007,0,98198,47.4166,-122.319,1380,2.04,3,2,2015
1,4,2.5,16020,1.5,0,0,5,8,2010,0,1962,0,98059,47.4821,-122.108,1420,4.3,12,16,2014
1,3,2.5,3265,2.0,0,0,3,8,1800,0,2014,0,98065,47.5338,-121.841,1800,4.37718,11,13,2014
1,2,2.0,5840,1.0,0,0,3,7,1380,0,1988,0,98011,47.7732,-122.172,1810,3.35,7,22,2014
1,3,2.5,7318,2.0,0,0,3,8,1800,0,1989,0,98029,47.5747,-122.008,1800,4.95,1,12,2015
